case_id,interval_start,recorded_load_mw,source_archive_sha256
winter-2021,2021-02-16T12:00:00-06:00,44273.062,63d77e711fbcf838aff1666df475cd86a1fa939ad8aecd60a1bfe5039c4e5b91
winter-2021,2021-02-16T13:00:00-06:00,43977.836,63d77e711fbcf838aff1666df475cd86a1fa939ad8aecd60a1bfe5039c4e5b91
winter-2021,2021-02-16T14:00:00-06:00,45176.698,63d77e711fbcf838aff1666df475cd86a1fa939ad8aecd60a1bfe5039c4e5b91
winter-2021,2021-02-16T15:00:00-06:00,45569.701,63d77e711fbcf838aff1666df475cd86a1fa939ad8aecd60a1bfe5039c4e5b91
winter-2021,2021-02-16T16:00:00-06:00,46123.615,63d77e711fbcf838aff1666df475cd86a1fa939ad8aecd60a1bfe5039c4e5b91
winter-2021,2021-02-16T17:00:00-06:00,46562.497,63d77e711fbcf838aff1666df475cd86a1fa939ad8aecd60a1bfe5039c4e5b91
winter-2021,2021-02-16T18:00:00-06:00,45843.067,63d77e711fbcf838aff1666df475cd86a1fa939ad8aecd60a1bfe5039c4e5b91
winter-2021,2021-02-16T19:00:00-06:00,45498.773,63d77e711fbcf838aff1666df475cd86a1fa939ad8aecd60a1bfe5039c4e5b91
winter-2021,2021-02-16T20:00:00-06:00,45306.602,63d77e711fbcf838aff1666df475cd86a1fa939ad8aecd60a1bfe5039c4e5b91
winter-2021,2021-02-16T21:00:00-06:00,44392.86,63d77e711fbcf838aff1666df475cd86a1fa939ad8aecd60a1bfe5039c4e5b91
winter-2021,2021-02-16T22:00:00-06:00,43538.402,63d77e711fbcf838aff1666df475cd86a1fa939ad8aecd60a1bfe5039c4e5b91
winter-2021,2021-02-16T23:00:00-06:00,42691.437,63d77e711fbcf838aff1666df475cd86a1fa939ad8aecd60a1bfe5039c4e5b91
